CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-07-0266-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO BLAISE PASCAL,"35 AVENIDA 25-02, COLONIA LAS MARGARITAS ZONA 7",39948089.0,LUDVIN RICARDO URRUTIA LORENTI,OSCAR ALFONSO AVILA FRANCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0267-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO BLAISE PASCAL,"35 AVENIDA 25-02, COLONIA LAS MARGARITAS ZONA 7",39948089.0,LUDVIN RICARDO URRUTIA LORENTI,OSCAR ALFONSO AVILA FRANCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0269-46,01-639,CIUDAD CAPITAL,ZONA 7,"CENTRO DE EDUCACION EXTRAESCOLAR CEEX ""EL ROI""","38 CALLE ""E"" 34-10 ZONA 7, COLONIA EL AMPARO",46810615.0,LUDVIN RICARDO URRUTIA LORENTI,WAGNER ROBERTO MARTÍNEZ FERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0272-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO TÉCNICO DE CIENCIA Y TECNOLOGÍA,31 AVENIDA C 11-74 ZONA 7 COLONIA CENTROAMÉRICA,5899624.0,LUDVIN RICARDO URRUTIA LORENTI,JUAN LUIS JOCÓN UYÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0273-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO TÉCNICO DE CIENCIA Y TECNOLOGÍA,31 AVENIDA C 11-74 ZONA 7 COLONIA CENTROAMÉRICA,58996240.0,LUDVIN RICARDO URRUTIA LORENTI,JUAN LUIS JOCÓN UYÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0651-46,01-620,CIUDAD CAPITAL,ZONA 7,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.2,"CALZADA SAN JUAN 32-50 ZONA 7 GUATEMALA, GUATEMALA",24397960.0,RONALD MAURICIO MORALES VIVAR,MARGOTH LETICIA ESTURBAN HERRARTE DE LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0654-46,01-409,CIUDAD CAPITAL,ZONA 7,ESCUELA NAC. DE CIENCIAS COMERCIALES NOCT. ADSC. AL INEB MIGUEL GARCIA GRANADOS,"AVENIDA MOCTEZUMA 31-02 COLONIA BETHANIA, ZONA 7",50166164.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,HUGO LEONEL AQUINO ABREGO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0656-46,01-617,CIUDAD CAPITAL,ZONA 7,"INSTITUTO PARTICULAR MIXTO ""MIGUEL ÁNGEL ASTURIAS""","4A. AVENIDA 0-28 ZONA 7 COLONIA LANDIVAR GUATEMALA, GUATEMALA",24408842.0,MARIA DEL ROSARIO VARGAS SANDOVAL,IRMA YOLANDA ROSALES SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0660-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO MIXTO PRIVADO EL MAESTRO AMIGO,CALZADA ROOSEVELT 2-34,24751249.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SERGIO MEJÍA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-2501-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMÁTICA IMB-PC NO.1,CALZADA SAN JUAN 31-97 Y 32 AVENIDA 4-04 ZONA 7 GUATEMALA,23025400.0,JUAN WALDEMAR CABRERA MENDEZ,CARLOS ALFREDO DE LEÓN ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-2972-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,6A. AVENIDA 13-54 COL. LANDIVAR ZONA 7 GUATEMALA,46018773.0,JUAN WALDEMAR CABRERA MENDEZ,FRANCISCO ANTONIO MORALES RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-2977-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311.0,JUAN WALDEMAR CABRERA MENDEZ,SANDRA PATRICIA RAXÓN MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7201-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO DE ESTUDIOS TURISTICOS Y FINANCIEROS CONTINENTAL,37 AVENIDA 2-24 COLONIA EL RODEO,56328236.0,JUAN WALDEMAR CABRERA MENDEZ,MANUEL ANTONIO MELGAR HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7212-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB-PC #1,CALZADA SAN JUAN Y 32 AVENIDA 31-97 Y 4-04 ZONA 7,23025400.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARLOS ALFREDO DE LEÓN ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-7646-46,01-602,CIUDAD CAPITAL,ZONA 7,"LICEO MIXTO TECNICO EN COMPUTACIÓN ""SENDA 2000""",CALZADA SAN JUAN 13-73 ZONA 7,24401029.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,BENEDICTO HERNÁNDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-7649-46,01-619,CIUDAD CAPITAL,ZONA 7,"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000",CALZADA SAN JUAN 12-73,24401029.0,JUAN WALDEMAR CABRERA MENDEZ,BENEDICTO HERNÁNDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7832-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO EN INFORMATICA IMB-PC N0.1,"CALZADA SAN JUAN Y 32 AV. 4-04, COLONIA CENTRO AMERICA",22791317.0,JUAN WALDEMAR CABRERA MENDEZ,CARLOS ALFREDO DE LEÓN ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8222-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO MONTE CARMELO,2A. CALLE 32-41 ZONA 7 GUATEMALA,24346629.0,MARIA DEL ROSARIO VARGAS SANDOVAL,ANA BEATRIZ GIRÓN SALAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8335-46,01-409,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,CALZADA SAN JUAN 12-73,24401029.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,BENEDICTO HERNÁNDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8388-46,01-602,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB-PC NO. 1,"CALZADA SAN JUAN Y 32 AVENIDA 31-97, 31-99 Y 4-04 ZONA 7 GUATEMALA",23025400.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARLOS ALFREDO DE LEÓN ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8492-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO INTERAMERICANO DE INFORMATICA,3A. CALLE 2-28 COLONIA LANDIVAR,24723115.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN LIZETH RAXÓN CUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8493-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO INTERAMERICANO DE INFORMATICA,3A. CALLE 2-28 COLONIA LANDIVAR,24716293.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN LIZETH RAXÓN CUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8516-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO EN COMPUTACION ROTTERDAM,"31 AVENIDA 14-12, COLONIA CIUDAD DE PLATA II ZONA 7 GUATEMALA",24738493.0,MARIA DEL ROSARIO VARGAS SANDOVAL,MARÍA DEL CARMEN LÓPEZ BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8591-46,01-603,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,31 AVE. 14-26 COLONIA CIUDAD DE PLATA II,24738983.0,ROSA ALBELIA ARDON DE MOTTA,AGUSTÍN SENCIÓN ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8595-46,01-623,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,31 AVE. 14-26 COLONIA CIUDAD DE PLATA II,24738983.0,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,AGUSTÍN SENCIÓN ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8718-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO MESOAMERICANO,6A CALLE A 10-38 COLONIA QUINTA SAMAYOA GUATEMALA,24718515.0,MARIA DEL ROSARIO VARGAS SANDOVAL,DELIA DEL CARMEN MARTÍNEZ POSADAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8805-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO DURUELO,"38 CALLE ""C"" FINAL COLONIA EL AMPARO I",24316649.0,JUAN WALDEMAR CABRERA MENDEZ,MARIA DEL CARMEN GONZÁLEZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9009-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO MARÍA DE FÁTIMA,"37 AVENIDA 2-64, COLONIA EL RODEO",24393133.0,JUAN WALDEMAR CABRERA MENDEZ,ANA MARÍA TURCIOS OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9092-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGÍA,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644.0,MARIA DEL ROSARIO VARGAS SANDOVAL,VILMA ISABEL OROZCO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9094-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGÍA,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644.0,MARIA DEL ROSARIO VARGAS SANDOVAL,VILMA ISABEL OROZCO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9200-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO MIXTO SAN JUAN,CALZADA SAN JUAN 31-47,59515512.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9257-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,6A. 13-54 COLONIA LANDIVAR ZONA 7 GUATEMALA,46018773.0,JUAN WALDEMAR CABRERA MENDEZ,FRANCISCO ANTONIO MORALES RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9260-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574.0,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9261-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574.0,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9263-46,01-623,CIUDAD CAPITAL,ZONA 7,COLEGIO BILINGUE DE COMPUTACION C. B. C.,38 AVENIDA 4-55 COLONIA LA FLORESTA,24312167.0,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,DELIA RAMÍREZ FARFÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9299-46,01-623,CIUDAD CAPITAL,ZONA 7,"""LICEO CRISTIANO VERDAD"" L.C.V.","13 AVENIDA 4-03, COLONIA QUINTA SAMAYOA",48467509.0,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,MARTA AZUCENA PAZ QUIÑONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9341-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,31 CALLE 12-67 COLONIA BETHANIA ZONA 7,24319830.0,MARIA DEL ROSARIO VARGAS SANDOVAL,ZOILA MARITZA NORIEGA MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9342-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,"31 CALLE 12-67, COLONIA BETHANIA ZONA 7",24319830.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,ZOILA MARITZA NORIEGA MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9402-46,01-409,CIUDAD CAPITAL,ZONA 7,"INSTITUTO PRIVADO MIXTO ""SAN JUAN""",CALZADA SAN JUAN 31-47,59515512.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9406-46,01-602,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACIÓN C.S.S ZONA 7,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SANDRA PATRICIA RAXÓN MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9543-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO DE FORMACIÓN EMPRESARIAL,CALZADA SAN JUAN 32-83,24339685.0,MARIA DEL ROSARIO VARGAS SANDOVAL,LICDA. LILIA ADRIANA LEMUS GALÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9545-46,01-409,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA,CALZADA SAN JUAN 37-78 COLONIA EL RODEO,24321644.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,VILMA ISABEL OROZCO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9749-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO PANAMERICANO NO. 4,37 AVENIDA 3-88 ZONA 7 GUATEMALA,24374265.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SONIA LETICIA MACHUCA RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9785-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574.0,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-0011-46,01-620,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGÉLICO MIXTO EL CALVARIO,32 CALLE 2-26 ZONA 8,22468090.0,RONALD MAURICIO MORALES VIVAR,ADRIANA ISABEL SIGNOR DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA OCCIDENTE
00-08-0677-46,01-401,CIUDAD CAPITAL,ZONA 8,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,2A. AVENIDA 38-91,24751605.0,IXMUCANE ALDANA VILLAVICENCIO,NAHELA SELENE PIVARAL GALINDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-2517-46,01-401,CIUDAD CAPITAL,ZONA 8,LICEO CRISTIANO JUVENTUD,27 CALLE A 7-24,24711165.0,IXMUCANE ALDANA VILLAVICENCIO,CARLOS DANIEL FIGUEROA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-4452-46,01-401,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGELICO MIXTO EL CALVARIO,33 CALLE 2-26,24468090.0,IXMUCANE ALDANA VILLAVICENCIO,ADRIANA ISABEL SIGNOR DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-09-0002-46,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO VALVERDE NO. 3,AVENIDA REFORMA 7-40,22093200.0,MARIA TERESA MILIAN AVILES,SANDRA ELIZABETH GUERRA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0004-46,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO VALVERDE NO. 3,"8A CALLE, 7-48",22093200.0,MARIA TERESA MILIAN AVILES,GLORIA ISABEL GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0007-46,01-313,CIUDAD CAPITAL,ZONA 9,CENTRO EDUCATIVO EL VALLE,11 CALLE 7-35,23608220.0,ERICK GUILLERMO SANCHEZ MARTINEZ,EVELYN ELIZABET CALDERÓN MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0009-46,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO EDUCATIVO AMERICANO,5A. AVENIDA 13-18,23612765.0,MARIA TERESA MILIAN AVILES,JORGE MARIO BOCALETTI GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0015-46,01-405,CIUDAD CAPITAL,ZONA 9,ESCUELA DE ESTUDIOS PENITENCIARIOS,"5A. AVENIDA ""A"" 13-28",22463777.0,BLANCA SARAI GUTIERREZ PINEDA,MAILEEN ZUCELY MARÍN LINARES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
00-09-0016-46,01-646,CIUDAD CAPITAL,ZONA 9,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA -PRONEA-,6TA. CALLE 2-21 ZONA 9,22345938.0,GRISELDA LISETH FRANCO GUTIERREZ,LILIAN MARIBEL GARCÍA MÉRIDA,DIVERSIFICADO,OFICIAL,SIN ESPECIFICAR,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA ORIENTE
00-09-0019-46,01-503,CIUDAD CAPITAL,ZONA 9,INSTITUTO TECNOLÓGICO SUIZO GUATEMALTECO,2DA AVENIDA 9-03 ZONA 9 GUATEMALA,22999696.0,NANCY CAROLINA NAVAS GONZÁLEZ,TEMPORAL TITULOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0021-46,01-405,CIUDAD CAPITAL,ZONA 9,COLEGIO TEC-FUTURO,"AVENIDA REFORMA 01-90 APARTAMENTO 1102, NIVEL 11 EDIFICIO MASVAL",45151685.0,BLANCA SARAI GUTIERREZ PINEDA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA ORIENTE
00-09-0023-46,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO VALVERDE NO. 3,"8VA. CALLE, 7-48",22093200.0,MARIA TERESA MILIAN AVILES,SANDRA ELIZABETH GUERRA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0026-46,01-637,CIUDAD CAPITAL,ZONA 9,"CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ""CASA JOVEN""","5A. AVENIDA 12-31, EDIFICIO EL CORTEZ, SEXTO NIVEL OFICINA 605",54293338.0,JOSUE VINICIO ROMERO REYES,VILMA LISSET CAMAJA CANTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0693-46,01-505,CIUDAD CAPITAL,ZONA 9,"INSTITUTO "" MARIA AUXILIADORA """,5A AVE. 6-12,23310985.0,MARIA TERESA MILIAN AVILES,MARÍA ANDREE BARILLAS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0762-46,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO GIBBS,7A AVE 3-50,23618725.0,MARIA TERESA MILIAN AVILES,LILIA PATRICIA ESTRADA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7177-46,01-505,CIUDAD CAPITAL,ZONA 9,"ROYALTY ESCUELA INTERNACIONAL DE VIAJES, TURISMO Y COMERCIO",5A. AVENIDA 10-30,52028094.0,MARIA TERESA MILIAN AVILES,MAYRA ELIZABETH LÓPEZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7223-46,01-505,CIUDAD CAPITAL,ZONA 9,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350.0,MARIA TERESA MILIAN AVILES,MARCO TULIO VARGAS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7225-46,01-505,CIUDAD CAPITAL,ZONA 9,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350.0,MARIA TERESA MILIAN AVILES,MARCO TULIO VARGAS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7724-46,01-405,CIUDAD CAPITAL,ZONA 9,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350.0,BLANCA SARAI GUTIERREZ PINEDA,MARCO TULIO VARGAS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
